zip,state_abbv,county,city,cz,moisture_regime_name,moisture_regime
28502,NC,Lenoir County,Kinston,3,moist,
28503,NC,Lenoir County,Kinston,3,moist,
28504,NC,Lenoir County,Kinston,3,moist,
28508,NC,Duplin County,Albertson,3,moist,
28509,NC,Pamlico County,Alliance,3,moist,
28510,NC,Pamlico County,Arapahoe,3,moist,
28511,NC,Carteret County,Atlantic,3,moist,
28512,NC,Carteret County,Atlantic Beach,3,moist,
28513,NC,Pitt County,Ayden,3,moist,
28515,NC,Pamlico County,Bayboro,3,moist,
28516,NC,Carteret County,Beaufort,3,moist,
28518,NC,Duplin County,Beulaville,3,moist,
28519,NC,Craven County,Bridgeton,3,moist,
28520,NC,Carteret County,Cedar Island,3,moist,
28521,NC,Duplin County,Chinquapin,3,moist,
28523,NC,Craven County,Cove City,3,moist,
28524,NC,Carteret County,Davis,3,moist,
28525,NC,Lenoir County,Deep Run,3,moist,
28526,NC,Craven County,Dover,3,moist,
28527,NC,Craven County,Ernul,3,moist,
28528,NC,Carteret County,Gloucester,3,moist,
28529,NC,Pamlico County,Grantsboro,3,moist,
28530,NC,Pitt County,Grifton,3,moist,
28531,NC,Carteret County,Harkers Island,3,moist,
28532,NC,Craven County,Havelock,3,moist,
28533,NC,Craven County,Cherry Point,3,moist,
28537,NC,Pamlico County,Hobucken,3,moist,
28538,NC,Greene County,Hookerton,3,moist,
28539,NC,Onslow County,Hubert,3,moist,
28540,NC,Onslow County,Jacksonville,3,moist,
28541,NC,Onslow County,Jacksonville,3,moist,
28542,NC,Onslow County,Camp Lejeune,3,moist,
28543,NC,Onslow County,Tarawa Terrace,3,moist,
28544,NC,Onslow County,Midway Park,3,moist,
28545,NC,Onslow County,Mccutcheon Field,3,moist,
28546,NC,Onslow County,Jacksonville,3,moist,
28547,NC,Onslow County,Camp Lejeune,3,moist,
28551,NC,Lenoir County,La Grange,3,moist,
28552,NC,Pamlico County,Lowland,3,moist,
28553,NC,Carteret County,Marshallberg,3,moist,
28554,NC,Greene County,Maury,3,moist,
28555,NC,Jones County,Maysville,3,moist,
28556,NC,Pamlico County,Merritt,3,moist,
28557,NC,Carteret County,Morehead City,3,moist,
28560,NC,Craven County,New Bern,3,moist,
28561,NC,Craven County,New Bern,3,moist,
28562,NC,Craven County,New Bern,3,moist,
28563,NC,Craven County,New Bern,3,moist,
28564,NC,Craven County,New Bern,3,moist,
28570,NC,Carteret County,Newport,3,moist,
28571,NC,Pamlico County,Oriental,3,moist,
28572,NC,Lenoir County,Pink Hill,3,moist,
28573,NC,Jones County,Pollocksville,3,moist,
28574,NC,Onslow County,Richlands,3,moist,
28575,NC,Carteret County,Salter Path,3,moist,
28577,NC,Carteret County,Sealevel,3,moist,
28578,NC,Wayne County,Seven Springs,3,moist,
28579,NC,Carteret County,Smyrna,3,moist,
28580,NC,Greene County,Snow Hill,3,moist,
28581,NC,Carteret County,Stacy,3,moist,
28582,NC,Carteret County,Stella,3,moist,
28583,NC,Pamlico County,Stonewall,3,moist,
28584,NC,Onslow County,Swansboro,3,moist,
28585,NC,Jones County,Trenton,3,moist,
28586,NC,Craven County,Vanceboro,3,moist,
28587,NC,Pamlico County,Vandemere,3,moist,
28589,NC,Carteret County,Williston,3,moist,
28590,NC,Pitt County,Winterville,3,moist,
28594,NC,Carteret County,Emerald Isle,3,moist,
28601,NC,Catawba County,Hickory,4,moist,
28602,NC,Catawba County,Hickory,4,moist,
28603,NC,Catawba County,Hickory,4,moist,
28604,NC,Avery County,Banner Elk,5,moist,
28605,NC,Watauga County,Blowing Rock,5,moist,
28606,NC,Wilkes County,Boomer,4,moist,
28607,NC,Watauga County,Boone,5,moist,
28608,NC,Watauga County,Boone,5,moist,
28609,NC,Catawba County,Catawba,4,moist,
28610,NC,Catawba County,Claremont,4,moist,
28611,NC,Caldwell County,Collettsville,4,moist,
28612,NC,Burke County,Connelly Springs,4,moist,
28613,NC,Catawba County,Conover,4,moist,
28615,NC,Ashe County,Creston,5,moist,
28616,NC,Avery County,Crossnore,5,moist,
28617,NC,Ashe County,Crumpler,5,moist,
28618,NC,Watauga County,Deep Gap,5,moist,
28619,NC,Burke County,Drexel,4,moist,
28621,NC,Surry County,Elkin,4,moist,
28622,NC,Avery County,Elk Park,5,moist,
28623,NC,Alleghany County,Ennice,5,moist,
28624,NC,Wilkes County,Ferguson,4,moist,
28625,NC,Iredell County,Statesville,4,moist,
28626,NC,Ashe County,Fleetwood,5,moist,
28627,NC,Alleghany County,Glade Valley,5,moist,
28628,NC,Burke County,Glen Alpine,4,moist,
28629,NC,Ashe County,Glendale Springs,5,moist,
28630,NC,Caldwell County,Granite Falls,4,moist,
28631,NC,Ashe County,Grassy Creek,5,moist,
28633,NC,Caldwell County,Lenoir,4,moist,
28634,NC,Iredell County,Harmony,4,moist,
28635,NC,Wilkes County,Hays,4,moist,
28636,NC,Alexander County,Hiddenite,4,moist,
28637,NC,Burke County,Hildebran,4,moist,
28638,NC,Caldwell County,Hudson,4,moist,
28640,NC,Ashe County,Jefferson,5,moist,
28641,NC,Burke County,Jonas Ridge,4,moist,
28642,NC,Yadkin County,Jonesville,4,moist,
28643,NC,Ashe County,Lansing,5,moist,
28644,NC,Alleghany County,Laurel Springs,5,moist,
28645,NC,Caldwell County,Lenoir,4,moist,
28646,NC,Avery County,Linville,5,moist,
28647,NC,Burke County,Linville Falls,4,moist,
28649,NC,Wilkes County,Mc Grady,4,moist,
28650,NC,Catawba County,Maiden,4,moist,
28651,NC,Wilkes County,Millers Creek,4,moist,
28652,NC,Avery County,Minneapolis,5,moist,
28653,NC,Avery County,Montezuma,5,moist,
28654,NC,Wilkes County,Moravian Falls,4,moist,
28655,NC,Burke County,Morganton,4,moist,
28656,NC,Wilkes County,North Wilkesboro,4,moist,
28657,NC,Avery County,Newland,5,moist,
28658,NC,Catawba County,Newton,4,moist,
28659,NC,Wilkes County,North Wilkesboro,4,moist,
28660,NC,Iredell County,Olin,4,moist,
28661,NC,Caldwell County,Patterson,4,moist,
28662,NC,Avery County,Pineola,5,moist,
28663,NC,Alleghany County,Piney Creek,5,moist,
28664,NC,Avery County,Plumtree,5,moist,
28665,NC,Wilkes County,Purlear,4,moist,
28666,NC,Burke County,Icard,4,moist,
28667,NC,Caldwell County,Rhodhiss,4,moist,
28668,NC,Alleghany County,Roaring Gap,5,moist,
28669,NC,Wilkes County,Roaring River,4,moist,
28670,NC,Wilkes County,Ronda,4,moist,
28671,NC,Burke County,Rutherford College,4,moist,
28672,NC,Ashe County,Scottville,5,moist,
28673,NC,Catawba County,Sherrills Ford,4,moist,
28675,NC,Alleghany County,Sparta,5,moist,
28676,NC,Surry County,State Road,4,moist,
28677,NC,Iredell County,Statesville,4,moist,
28678,NC,Alexander County,Stony Point,4,moist,
28679,NC,Watauga County,Sugar Grove,5,moist,
28680,NC,Burke County,Morganton,4,moist,
28681,NC,Alexander County,Taylorsville,4,moist,
28682,NC,Catawba County,Terrell,4,moist,
28683,NC,Wilkes County,Thurmond,4,moist,
28684,NC,Ashe County,Todd,5,moist,
28685,NC,Wilkes County,Traphill,4,moist,
28687,NC,Iredell County,Statesville,4,moist,
28689,NC,Iredell County,Union Grove,4,moist,
28690,NC,Burke County,Valdese,4,moist,
28691,NC,Watauga County,Valle Crucis,5,moist,
28692,NC,Watauga County,Vilas,5,moist,
28693,NC,Ashe County,Warrensville,5,moist,
28694,NC,Ashe County,West Jefferson,5,moist,
28697,NC,Wilkes County,Wilkesboro,4,moist,
28698,NC,Watauga County,Zionville,5,moist,
28699,NC,Iredell County,Scotts,4,moist,
28701,NC,Buncombe County,Alexander,4,moist,
28702,NC,Swain County,Almond,4,moist,
28704,NC,Buncombe County,Arden,4,moist,
28705,NC,Mitchell County,Bakersville,5,moist,
28707,NC,Jackson County,Balsam,4,moist,
28708,NC,Transylvania County,Balsam Grove,4,moist,
28709,NC,Buncombe County,Barnardsville,4,moist,
28710,NC,Henderson County,Bat Cave,4,moist,
28711,NC,Buncombe County,Black Mountain,4,moist,
28712,NC,Transylvania County,Brevard,4,moist,
28713,NC,Swain County,Bryson City,4,moist,
28714,NC,Yancey County,Burnsville,5,moist,
28715,NC,Buncombe County,Candler,4,moist,
28716,NC,Haywood County,Canton,4,moist,
28717,NC,Jackson County,Cashiers,4,moist,
28718,NC,Transylvania County,Cedar Mountain,4,moist,
28719,NC,Swain County,Cherokee,4,moist,
28720,NC,Rutherford County,Chimney Rock,4,moist,
28721,NC,Haywood County,Clyde,4,moist,
28722,NC,Polk County,Columbus,4,moist,
28723,NC,Jackson County,Cullowhee,4,moist,
28724,NC,Henderson County,Dana,4,moist,
28725,NC,Jackson County,Dillsboro,4,moist,
28726,NC,Henderson County,East Flat Rock,4,moist,
28727,NC,Henderson County,Edneyville,4,moist,
28728,NC,Buncombe County,Enka,4,moist,
28729,NC,Henderson County,Etowah,4,moist,
28730,NC,Buncombe County,Fairview,4,moist,
28731,NC,Henderson County,Flat Rock,4,moist,
28732,NC,Henderson County,Fletcher,4,moist,
28733,NC,Graham County,Fontana Dam,4,moist,
28734,NC,Macon County,Franklin,4,moist,
28735,NC,Henderson County,Gerton,4,moist,
28736,NC,Jackson County,Glenville,4,moist,
28738,NC,Haywood County,Hazelwood,4,moist,
28739,NC,Henderson County,Hendersonville,4,moist,
28740,NC,Yancey County,Green Mountain,5,moist,
28741,NC,Macon County,Highlands,4,moist,
28742,NC,Henderson County,Horse Shoe,4,moist,
28743,NC,Madison County,Hot Springs,4,moist,
28744,NC,Macon County,Franklin,4,moist,
28745,NC,Haywood County,Lake Junaluska,4,moist,
28746,NC,Rutherford County,Lake Lure,4,moist,
28747,NC,Transylvania County,Lake Toxaway,4,moist,
28748,NC,Buncombe County,Leicester,4,moist,
28749,NC,Mcdowell County,Little Switzerland,4,moist,
28750,NC,Polk County,Lynn,4,moist,
28751,NC,Haywood County,Maggie Valley,4,moist,
28752,NC,Mcdowell County,Marion,4,moist,
28753,NC,Madison County,Marshall,4,moist,
28754,NC,Madison County,Mars Hill,4,moist,
28755,NC,Yancey County,Micaville,5,moist,
28756,NC,Polk County,Mill Spring,4,moist,
28757,NC,Buncombe County,Montreat,4,moist,
28758,NC,Henderson County,Mountain Home,4,moist,
28759,NC,Henderson County,Mills River,4,moist,
28760,NC,Henderson County,Naples,4,moist,
28761,NC,Mcdowell County,Nebo,4,moist,
28762,NC,Mcdowell County,Old Fort,4,moist,
28763,NC,Macon County,Otto,4,moist,
28765,NC,Mitchell County,Penland,5,moist,
28766,NC,Transylvania County,Penrose,4,moist,
28768,NC,Transylvania County,Pisgah Forest,4,moist,
28770,NC,Buncombe County,Ridgecrest,4,moist,
28771,NC,Graham County,Robbinsville,4,moist,
28772,NC,Transylvania County,Rosman,4,moist,
28773,NC,Polk County,Saluda,4,moist,
28774,NC,Transylvania County,Sapphire,4,moist,
28775,NC,Macon County,Scaly Mountain,4,moist,
28776,NC,Buncombe County,Skyland,4,moist,
28777,NC,Mitchell County,Spruce Pine,5,moist,
28778,NC,Buncombe County,Swannanoa,4,moist,
28779,NC,Jackson County,Sylva,4,moist,
28781,NC,Cherokee County,Topton,4,moist,
28782,NC,Polk County,Tryon,4,moist,
28783,NC,Jackson County,Tuckasegee,4,moist,
28784,NC,Henderson County,Tuxedo,4,moist,
28785,NC,Haywood County,Waynesville,4,moist,
28786,NC,Haywood County,Waynesville,4,moist,
28787,NC,Buncombe County,Weaverville,4,moist,
28788,NC,Jackson County,Webster,4,moist,
28789,NC,Jackson County,Whittier,4,moist,
28790,NC,Henderson County,Zirconia,4,moist,
28791,NC,Henderson County,Hendersonville,4,moist,
28792,NC,Henderson County,Hendersonville,4,moist,
28793,NC,Henderson County,Hendersonville,4,moist,
28801,NC,Buncombe County,Asheville,4,moist,
28802,NC,Buncombe County,Asheville,4,moist,
28803,NC,Buncombe County,Asheville,4,moist,
28804,NC,Buncombe County,Asheville,4,moist,
28805,NC,Buncombe County,Asheville,4,moist,
28806,NC,Buncombe County,Asheville,4,moist,
28810,NC,Buncombe County,Asheville,4,moist,
28813,NC,Buncombe County,Asheville,4,moist,
28814,NC,Buncombe County,Asheville,4,moist,
28815,NC,Buncombe County,Asheville,4,moist,
28816,NC,Buncombe County,Asheville,4,moist,
28901,NC,Cherokee County,Andrews,4,moist,
28902,NC,Clay County,Brasstown,4,moist,
28904,NC,Clay County,Hayesville,4,moist,
28905,NC,Cherokee County,Marble,4,moist,
28906,NC,Cherokee County,Murphy,4,moist,
28909,NC,Clay County,Warne,4,moist,
29001,SC,Clarendon County,Alcolu,3,moist,
29002,SC,Richland County,Ballentine,3,moist,
29003,SC,Bamberg County,Bamberg,3,moist,
29006,SC,Lexington County,Batesburg,3,moist,
29009,SC,Kershaw County,Bethune,3,moist,
29010,SC,Lee County,Bishopville,3,moist,
29014,SC,Chester County,Blackstock,3,moist,
29015,SC,Fairfield County,Blair,3,moist,
29016,SC,Richland County,Blythewood,3,moist,
29018,SC,Orangeburg County,Bowman,3,moist,
29020,SC,Kershaw County,Camden,3,moist,
29021,SC,Kershaw County,Camden,3,moist,
29030,SC,Calhoun County,Cameron,3,moist,
29031,SC,Union County,Carlisle,3,moist,
29032,SC,Kershaw County,Cassatt,3,moist,
29033,SC,Lexington County,Cayce,3,moist,
29036,SC,Lexington County,Chapin,3,moist,
29037,SC,Newberry County,Chappells,3,moist,
29038,SC,Orangeburg County,Cope,3,moist,
29039,SC,Orangeburg County,Cordova,3,moist,
29040,SC,Sumter County,Dalzell,3,moist,
29041,SC,Clarendon County,Davis Station,3,moist,
29042,SC,Bamberg County,Denmark,3,moist,
29044,SC,Richland County,Eastover,3,moist,
29045,SC,Kershaw County,Elgin,3,moist,
29047,SC,Orangeburg County,Elloree,3,moist,
29048,SC,Orangeburg County,Eutawville,3,moist,
29051,SC,Clarendon County,Gable,3,moist,
29052,SC,Richland County,Gadsden,3,moist,
29053,SC,Lexington County,Gaston,3,moist,
29054,SC,Lexington County,Gilbert,3,moist,
29055,SC,Chester County,Great Falls,3,moist,
29056,SC,Williamsburg County,Greeleyville,3,moist,
29058,SC,Lancaster County,Heath Springs,3,moist,
29059,SC,Orangeburg County,Holly Hill,3,moist,
29061,SC,Richland County,Hopkins,3,moist,
29062,SC,Sumter County,Horatio,3,moist,
29063,SC,Richland County,Irmo,3,moist,
29065,SC,Fairfield County,Jenkinsville,3,moist,
29067,SC,Lancaster County,Kershaw,3,moist,
29069,SC,Darlington County,Lamar,3,moist,
29070,SC,Lexington County,Leesville,3,moist,
29071,SC,Lexington County,Lexington,3,moist,
29072,SC,Lexington County,Lexington,3,moist,
29073,SC,Lexington County,Lexington,3,moist,
29074,SC,Kershaw County,Liberty Hill,3,moist,
29075,SC,Newberry County,Little Mountain,3,moist,
29078,SC,Kershaw County,Lugoff,3,moist,
29079,SC,Darlington County,Lydia,3,moist,
29080,SC,Lee County,Lynchburg,3,moist,
29081,SC,Bamberg County,Ehrhardt,3,moist,
29082,SC,Colleton County,Lodge,3,moist,
29101,SC,Chesterfield County,Mc Bee,3,moist,
29102,SC,Clarendon County,Manning,3,moist,
29104,SC,Sumter County,Mayesville,3,moist,
29105,SC,Aiken County,Monetta,3,moist,
29107,SC,Orangeburg County,Neeses,3,moist,
29108,SC,Newberry County,Newberry,3,moist,
29111,SC,Clarendon County,New Zion,3,moist,
29112,SC,Orangeburg County,North,3,moist,
29113,SC,Orangeburg County,Norway,3,moist,
29114,SC,Florence County,Olanta,3,moist,
29115,SC,Orangeburg County,Orangeburg,3,moist,
29116,SC,Orangeburg County,Orangeburg,3,moist,
29117,SC,Orangeburg County,Orangeburg,3,moist,
29118,SC,Orangeburg County,Orangeburg,3,moist,
29122,SC,Newberry County,Peak,3,moist,
29123,SC,Lexington County,Pelion,3,moist,
29125,SC,Sumter County,Pinewood,3,moist,
29126,SC,Newberry County,Pomaria,3,moist,
29127,SC,Newberry County,Prosperity,3,moist,
29128,SC,Sumter County,Rembert,3,moist,
29129,SC,Saluda County,Ridge Spring,3,moist,
29130,SC,Fairfield County,Ridgeway,3,moist,
29132,SC,Fairfield County,Rion,3,moist,
29133,SC,Orangeburg County,Rowesville,3,moist,
29135,SC,Calhoun County,Saint Matthews,3,moist,
29137,SC,Aiken County,Salley,3,moist,
29138,SC,Saluda County,Saluda,3,moist,
29142,SC,Orangeburg County,Santee,3,moist,
29145,SC,Newberry County,Silverstreet,3,moist,
29146,SC,Orangeburg County,Springfield,3,moist,
29147,SC,Richland County,State Park,3,moist,
29148,SC,Clarendon County,Summerton,3,moist,
29150,SC,Sumter County,Sumter,3,moist,
29151,SC,Sumter County,Sumter,3,moist,
29152,SC,Sumter County,Shaw Afb,3,moist,
29153,SC,Sumter County,Sumter,3,moist,
29154,SC,Sumter County,Sumter,3,moist,
29160,SC,Lexington County,Swansea,3,moist,
29161,SC,Florence County,Timmonsville,3,moist,
29162,SC,Clarendon County,Turbeville,3,moist,
29163,SC,Orangeburg County,Vance,3,moist,
29164,SC,Aiken County,Wagener,3,moist,
29166,SC,Saluda County,Ward,3,moist,
29168,SC,Sumter County,Wedgefield,3,moist,
29169,SC,Lexington County,West Columbia,3,moist,
29170,SC,Lexington County,West Columbia,3,moist,
29171,SC,Lexington County,West Columbia,3,moist,
29172,SC,Lexington County,West Columbia,3,moist,
29175,SC,Kershaw County,Westville,3,moist,
29177,SC,Richland County,White Rock,3,moist,
29178,SC,Newberry County,Whitmire,3,moist,
29180,SC,Fairfield County,Winnsboro,3,moist,
29201,SC,Richland County,Columbia,3,moist,
29202,SC,Richland County,Columbia,3,moist,
29203,SC,Richland County,Columbia,3,moist,
29204,SC,Richland County,Columbia,3,moist,
29205,SC,Richland County,Columbia,3,moist,
29206,SC,Richland County,Columbia,3,moist,
29207,SC,Richland County,Columbia,3,moist,
29208,SC,Richland County,Columbia,3,moist,
29209,SC,Richland County,Columbia,3,moist,
29210,SC,Richland County,Columbia,3,moist,
29211,SC,Richland County,Columbia,3,moist,
29212,SC,Lexington County,Columbia,3,moist,
29214,SC,Richland County,Columbia,3,moist,
29215,SC,Richland County,Columbia,3,moist,
29216,SC,Richland County,Columbia,3,moist,
29217,SC,Richland County,Columbia,3,moist,
29218,SC,Richland County,Columbia,3,moist,
29219,SC,Richland County,Columbia,3,moist,
29220,SC,Richland County,Columbia,3,moist,
29221,SC,Richland County,Columbia,3,moist,
29222,SC,Richland County,Columbia,3,moist,
29223,SC,Richland County,Columbia,3,moist,
29224,SC,Richland County,Columbia,3,moist,
29225,SC,Richland County,Columbia,3,moist,
29226,SC,Richland County,Columbia,3,moist,
29228,SC,Lexington County,Columbia,3,moist,
29229,SC,Richland County,Columbia,3,moist,
29230,SC,Richland County,Columbia,3,moist,
29240,SC,Richland County,Columbia,3,moist,
29250,SC,Richland County,Columbia,3,moist,
29260,SC,Richland County,Columbia,3,moist,
29290,SC,Richland County,Columbia,3,moist,
29301,SC,Spartanburg County,Spartanburg,3,moist,
29302,SC,Spartanburg County,Spartanburg,3,moist,
29303,SC,Spartanburg County,Spartanburg,3,moist,
29304,SC,Spartanburg County,Spartanburg,3,moist,
29305,SC,Spartanburg County,Spartanburg,3,moist,
29306,SC,Spartanburg County,Spartanburg,3,moist,
29307,SC,Spartanburg County,Spartanburg,3,moist,
29316,SC,Spartanburg County,Boiling Springs,3,moist,
29319,SC,Spartanburg County,Spartanburg,3,moist,
29320,SC,Spartanburg County,Arcadia,3,moist,
29321,SC,Union County,Buffalo,3,moist,
29322,SC,Spartanburg County,Campobello,3,moist,
29323,SC,Spartanburg County,Chesnee,3,moist,
29324,SC,Spartanburg County,Clifton,3,moist,
29325,SC,Laurens County,Clinton,3,moist,
29329,SC,Spartanburg County,Converse,3,moist,
29330,SC,Spartanburg County,Cowpens,3,moist,
29331,SC,Spartanburg County,Cross Anchor,3,moist,
29332,SC,Laurens County,Cross Hill,3,moist,
29333,SC,Spartanburg County,Drayton,3,moist,
29334,SC,Spartanburg County,Duncan,3,moist,
29335,SC,Spartanburg County,Enoree,3,moist,
29336,SC,Spartanburg County,Fairforest,3,moist,
29338,SC,Spartanburg County,Fingerville,3,moist,
29340,SC,Cherokee County,Gaffney,3,moist,
29341,SC,Cherokee County,Gaffney,3,moist,
29342,SC,Cherokee County,Gaffney,3,moist,
29346,SC,Spartanburg County,Glendale,3,moist,
29348,SC,Spartanburg County,Gramling,3,moist,
29349,SC,Spartanburg County,Inman,3,moist,
29351,SC,Laurens County,Joanna,3,moist,
29353,SC,Union County,Jonesville,3,moist,
29355,SC,Newberry County,Kinards,3,moist,
29356,SC,Spartanburg County,Landrum,3,moist,
29360,SC,Laurens County,Laurens,3,moist,
29364,SC,Union County,Lockhart,3,moist,
29365,SC,Spartanburg County,Lyman,3,moist,
29368,SC,Spartanburg County,Mayo,3,moist,
29369,SC,Spartanburg County,Moore,3,moist,
29370,SC,Laurens County,Mountville,3,moist,
29372,SC,Spartanburg County,Pacolet,3,moist,
29373,SC,Spartanburg County,Pacolet Mills,3,moist,
29374,SC,Spartanburg County,Pauline,3,moist,
29375,SC,Spartanburg County,Reidville,3,moist,
29376,SC,Spartanburg County,Roebuck,3,moist,
29377,SC,Spartanburg County,Startex,3,moist,
29378,SC,Spartanburg County,Una,3,moist,
29379,SC,Union County,Union,3,moist,
29384,SC,Laurens County,Waterloo,3,moist,
29385,SC,Spartanburg County,Wellford,3,moist,
29386,SC,Spartanburg County,White Stone,3,moist,
29388,SC,Spartanburg County,Woodruff,3,moist,
29395,SC,Union County,Jonesville,3,moist,
29401,SC,Charleston County,Charleston,3,moist,
29402,SC,Charleston County,Charleston,3,moist,
29403,SC,Charleston County,Charleston,3,moist,
29404,SC,Charleston County,Charleston Afb,3,moist,
29405,SC,Charleston County,North Charleston,3,moist,
29406,SC,Charleston County,Charleston,3,moist,
29407,SC,Charleston County,Charleston,3,moist,
29409,SC,Charleston County,Charleston,3,moist,
29410,SC,Berkeley County,Hanahan,3,moist,
29412,SC,Charleston County,Charleston,3,moist,
29413,SC,Charleston County,Charleston,3,moist,
29414,SC,Charleston County,Charleston,3,moist,
29415,SC,Charleston County,North Charleston,3,moist,
29416,SC,Charleston County,Charleston,3,moist,
29417,SC,Charleston County,Charleston,3,moist,
29418,SC,Charleston County,North Charleston,3,moist,
29419,SC,Charleston County,North Charleston,3,moist,
29420,SC,Dorchester County,North Charleston,3,moist,
29422,SC,Charleston County,Charleston,3,moist,
29423,SC,Charleston County,Charleston,3,moist,
29424,SC,Charleston County,Charleston,3,moist,
29425,SC,Charleston County,Charleston,3,moist,
29426,SC,Charleston County,Adams Run,3,moist,
29429,SC,Charleston County,Awendaw,3,moist,
29431,SC,Berkeley County,Bonneau,3,moist,
29432,SC,Orangeburg County,Branchville,3,moist,
29433,SC,Colleton County,Canadys,3,moist,
29434,SC,Berkeley County,Cordesville,3,moist,
29435,SC,Colleton County,Cottageville,3,moist,
29436,SC,Berkeley County,Cross,3,moist,
29437,SC,Dorchester County,Dorchester,3,moist,
29438,SC,Colleton County,Edisto Island,3,moist,
29439,SC,Charleston County,Folly Beach,3,moist,
29440,SC,Georgetown County,Georgetown,3,moist,
29442,SC,Georgetown County,Georgetown,3,moist,
29445,SC,Berkeley County,Goose Creek,3,moist,
29446,SC,Colleton County,Green Pond,3,moist,
29448,SC,Dorchester County,Harleyville,3,moist,
29449,SC,Charleston County,Hollywood,3,moist,
29450,SC,Berkeley County,Huger,3,moist,
29451,SC,Charleston County,Isle Of Palms,3,moist,
29452,SC,Colleton County,Jacksonboro,3,moist,
29453,SC,Berkeley County,Jamestown,3,moist,
29455,SC,Charleston County,Johns Island,3,moist,
29456,SC,Berkeley County,Ladson,3,moist,
29457,SC,Charleston County,Johns Island,3,moist,
29458,SC,Charleston County,Mc Clellanville,3,moist,
29461,SC,Berkeley County,Moncks Corner,3,moist,
29464,SC,Charleston County,Mount Pleasant,3,moist,
29465,SC,Charleston County,Mount Pleasant,3,moist,
29466,SC,Charleston County,Mount Pleasant,3,moist,
29468,SC,Berkeley County,Pineville,3,moist,
29469,SC,Berkeley County,Pinopolis,3,moist,
29470,SC,Charleston County,Ravenel,3,moist,
29471,SC,Dorchester County,Reevesville,3,moist,
29472,SC,Dorchester County,Ridgeville,3,moist,
29474,SC,Colleton County,Round O,3,moist,
29475,SC,Colleton County,Ruffin,3,moist,
29476,SC,Berkeley County,Russellville,3,moist,
29477,SC,Dorchester County,Saint George,3,moist,
29479,SC,Berkeley County,Saint Stephen,3,moist,
29481,SC,Colleton County,Smoaks,3,moist,
29482,SC,Charleston County,Sullivans Island,3,moist,
29483,SC,Dorchester County,Summerville,3,moist,
29484,SC,Dorchester County,Summerville,3,moist,
29485,SC,Dorchester County,Summerville,3,moist,
29487,SC,Charleston County,Wadmalaw Island,3,moist,
29488,SC,Colleton County,Walterboro,3,moist,
29492,SC,Berkeley County,Charleston,3,moist,
29493,SC,Colleton County,Williams,3,moist,
29501,SC,Florence County,Florence,3,moist,
29502,SC,Florence County,Florence,3,moist,
29503,SC,Florence County,Florence,3,moist,
29504,SC,Florence County,Florence,3,moist,
29505,SC,Florence County,Florence,3,moist,
29506,SC,Florence County,Florence,3,moist,
29510,SC,Georgetown County,Andrews,3,moist,
29511,SC,Horry County,Aynor,3,moist,
29512,SC,Marlboro County,Bennettsville,3,moist,
29516,SC,Marlboro County,Blenheim,3,moist,
29518,SC,Williamsburg County,Cades,3,moist,
29519,SC,Marion County,Centenary,3,moist,
29520,SC,Chesterfield County,Cheraw,3,moist,
29525,SC,Marlboro County,Clio,3,moist,
29526,SC,Horry County,Conway,3,moist,
29527,SC,Horry County,Conway,3,moist,
29528,SC,Horry County,Conway,3,moist,
29530,SC,Florence County,Coward,3,moist,
29532,SC,Darlington County,Darlington,3,moist,
29536,SC,Dillon County,Dillon,3,moist,
29540,SC,Darlington County,Darlington,3,moist,
29541,SC,Florence County,Effingham,3,moist,
29543,SC,Dillon County,Fork,3,moist,
29544,SC,Horry County,Galivants Ferry,3,moist,
29545,SC,Horry County,Green Sea,3,moist,
29546,SC,Marion County,Gresham,3,moist,
29547,SC,Dillon County,Hamer,3,moist,
29550,SC,Darlington County,Hartsville,3,moist,
29551,SC,Darlington County,Hartsville,3,moist,
29554,SC,Williamsburg County,Hemingway,3,moist,
29555,SC,Florence County,Johnsonville,3,moist,
29556,SC,Williamsburg County,Kingstree,3,moist,
29560,SC,Florence County,Lake City,3,moist,
29563,SC,Dillon County,Lake View,3,moist,
29564,SC,Williamsburg County,Lane,3,moist,
29565,SC,Dillon County,Latta,3,moist,
29566,SC,Horry County,Little River,3,moist,
29567,SC,Dillon County,Little Rock,3,moist,
29568,SC,Horry County,Longs,3,moist,
29569,SC,Horry County,Loris,3,moist,
29570,SC,Marlboro County,Mc Coll,3,moist,
29571,SC,Marion County,Marion,3,moist,
29572,SC,Horry County,Myrtle Beach,3,moist,
29574,SC,Marion County,Mullins,3,moist,
29575,SC,Horry County,Myrtle Beach,3,moist,
29576,SC,Horry County,Murrells Inlet,3,moist,
29577,SC,Horry County,Myrtle Beach,3,moist,
29578,SC,Horry County,Myrtle Beach,3,moist,
29579,SC,Horry County,Myrtle Beach,3,moist,
29580,SC,Williamsburg County,Nesmith,3,moist,
29581,SC,Horry County,Nichols,3,moist,
29582,SC,Horry County,North Myrtle Beach,3,moist,
29583,SC,Florence County,Pamplico,3,moist,
29584,SC,Chesterfield County,Patrick,3,moist,
29585,SC,Georgetown County,Pawleys Island,3,moist,
29587,SC,Horry County,Myrtle Beach,3,moist,
29588,SC,Horry County,Myrtle Beach,3,moist,
29590,SC,Williamsburg County,Salters,3,moist,
29591,SC,Florence County,Scranton,3,moist,
29592,SC,Marion County,Sellers,3,moist,
29593,SC,Darlington County,Society Hill,3,moist,
